index,name,label,f_count,f_views,g_results,g_reviews,g_rating,t_reviews,t_rating,w_views_nl,w_views_en,w_edits,w_languages,geometry,g_url,t_url,w_url,n_f_count,n_f_views,n_g_results,n_g_reviews,n_g_rating,n_t_reviews,n_t_rating,n_w_views_nl,n_w_views_en,n_w_edits,n_w_languages
57,Diamantmuseum ,Museum,321,145430,26600,1698,3.8,658,3.5,7023,27652,29,5,POINT (4.8825272 52.3593877),"https://www.google.nl/maps/place/Diamant+Museum+Amsterdam/@52.3594316,4.8802967,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609eefe52e217:0xc2a8e54ec45198db!8m2!3d52.3593877!4d4.8825272",https://www.tripadvisor.nl/Attraction_Review-g188590-d1484580-Reviews-Diamant_Museum_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwju24S1x771AhWOLewKHdeaBNQQFnoECAQQAg&usg=AOvVaw0Ur3oJK9J_sIalK4VnE_09,https://nl.wikipedia.org/wiki/Diamantmuseum_(Amsterdam),0.5332225913621262,0.385216460765824,0.00013854166666666667,0.025866008591536423,0.76,0.010292507430001565,0.7,0.014058596502466209,0.0029464644291566145,0.019320453031312457,0.45454545454545453
58,Doelen Hotel,Monument of Gebouw,194,118860,800000,555,4.6,1020,4.5,11904,0,55,1,POINT (4.89586 52.36836),"https://www.google.nl/maps/place/Hotel+NH+Collection+Amsterdam+Doelen/@52.3683633,4.8936713,17z/data=!3m1!4b1!4m8!3m7!1s0x47c609bf919d024b:0x9815927a206f8a52!5m2!4m1!1i2!8m2!3d52.36836!4d4.89586",https://www.tripadvisor.nl/Hotel_Review-g188590-d229171-Reviews-NH_Collection_Amsterdam_Doelen-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiq7fDWxr71AhUP2KQKHW62BQQQFnoECAAQAg&usg=AOvVaw198nsXr6azDdke_3ibu4rP,https://nl.wikipedia.org/wiki/Doelen_Hotel,0.3222591362126246,0.31483757496132736,0.004166666666666667,0.008454437437162964,0.9199999999999999,0.015954950727358048,0.9,0.02382935109858433,0.0,0.03664223850766156,0.09090909090909091
59,Eigen Haard ,Monument of Gebouw,1,677,1660000,218,2.5,1,5.0,8272,0,78,1,POINT (4.8368075 52.3857789),"https://www.google.nl/maps/place/Woningstichting+Eigen+Haard/@52.3857822,4.8346188,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e259456c3f6d:0x65b107ca9eb7666a!8m2!3d52.3857789!4d4.8368075",https://www.tripadvisor.nl/Attraction_Review-g188590-d17528343-Reviews-Housing_Eigen_Haard-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjbo6bBxr71AhUJiv0HHQr5AeMQFnoECAQQAg&usg=AOvVaw0bXBVOX0rmbgse4lBaNmxI,https://nl.wikipedia.org/wiki/Eigen_Haard_(woningcorporatie),0.0016611295681063123,0.0017932444745820178,0.008645833333333333,0.003320842092435183,0.5,1.564210855623338e-05,1.0,0.016558836717699057,0.0,0.0519653564290473,0.09090909090909091
60,Elisabeth Otter-Knoll,Monument of Gebouw,2,409,392000,2,4.5,2,2.5,3340,0,34,2,POINT (4.8789019 52.3303215),"https://www.google.nl/maps/place/Elisabeth+Otter-Knoll+Stichting/@52.3303089,4.8767006,17z/data=!3m1!4b1!4m5!3m4!1s0x47c60a117ca9942f:0x5b2586c46ea422d3!8m2!3d52.3303215!4d4.8789019",https://www.tripadvisor.nl/Attraction_Review-g188590-d13974208-Reviews-Elisabeth_Otter_Knoll_Stichting-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiqiaC7xr71AhWE_7sIHdc1CO4QFnoECAEQAg&usg=AOvVaw1s6Wi-A6Se0rWp1Dy3_bkv,https://nl.wikipedia.org/wiki/Elisabeth_Otter-Knoll,0.0033222591362126247,0.0010833633531817507,0.0020416666666666665,3.0466441215001674e-05,0.9,3.128421711246676e-05,0.5,0.0066859906476202675,0.0,0.022651565622918056,0.18181818181818182
61,Engelse Hervormde Kerk ,Monument of Gebouw,269,108858,288000,143,4.5,79,4.0,10790,23726,65,5,POINT (4.8901135 52.3693311),"https://www.google.nl/maps/place/English+Reformed+Church,+Amsterdam/@52.3693344,4.8879248,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c19f6827f1:0xd556de54b3225737!8m2!3d52.3693311!4d4.8901135",https://www.tripadvisor.nl/ShowUserReviews-g188590-d9814461-r180248017-English_Reformed_Church-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwis153zxb71AhUl7rsIHfFEAMgQFnoECAoQAg&usg=AOvVaw3nt_yhEFoVz92vGDPUwCm1,https://nl.wikipedia.org/wiki/Engelse_Hervormde_Kerk_(Amsterdam),0.446843853820598,0.28834417579623234,0.0015,0.00217835054687262,0.9,0.0012357265759424371,0.8,0.021599353020306196,0.002528128708453994,0.04330446369087275,0.45454545454545453
62,Erasmuspark,Park of recreatiegebied,2,150,86900,574,4.5,33,4.0,13061,22458,66,2,POINT (4.8515531 52.3746222),"https://www.google.nl/maps/place/Erasmuspark/@52.3746255,4.8493644,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e34df7d1a385:0xdda68f0d250f58a8!8m2!3d52.3746222!4d4.8515531",https://www.tripadvisor.nl/Attraction_Review-g188590-d7796227-Reviews-Erasmuspark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjasOPNx771AhXj8bsIHTvfC6sQFnoECAkQAg&usg=AOvVaw3TvoRrtMNfa9jmU-O8MQ04,https://nl.wikipedia.org/wiki/Erasmuspark,0.0033222591362126247,0.0003973215231717912,0.0004526041666666667,0.00874386862870548,0.9,0.0005161895823557015,0.8,0.026145426301966562,0.0023930167130767847,0.04397068620919387,0.18181818181818182
63,Eye Filmmuseum,Museum,35,19118,204000,7787,4.4,1234,4.0,1025,117929,218,8,POINT (4.901276 52.384348),"https://www.google.nl/maps/place/Eye+Filmmuseum/@52.3843513,4.8990873,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609b44d95e1d9:0xb322c46184413eb9!8m2!3d52.384348!4d4.901276",https://www.tripadvisor.nl/Attraction_Review-g188590-d245254-Reviews-EYE_Film_Institute_Netherlands-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiT7ovyxb71AhXegP0HHR98BKcQFnoECAUQAg&usg=AOvVaw2eVizC4nZjLoRwK98svXs4,https://nl.wikipedia.org/wiki/Eye_Filmmuseum,0.05813953488372093,0.050639952533322034,0.0010625,0.11862108887060903,0.8800000000000001,0.01930236195839199,0.8,0.002051838447248735,0.012565948346087458,0.145236508994004,0.7272727272727273
64,Felix Meritis,Monument of Gebouw,89,35541,113000,105,4.6,15,4.0,41638,19553,169,3,POINT (4.8842397 52.3700047),"https://www.google.nl/maps/place/Felix+Meritis/@52.3700105,4.8819734,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c31cdd021d:0xb37c460bbe25e471!8m2!3d52.3700047!4d4.8842397",https://www.tripadvisor.nl/Attraction_Review-g188590-d245209-Reviews-Felix_Meritis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi9prOXx771AhUkMewKHXEdBzgQFnoECAQQAg&usg=AOvVaw2iPs8DYtEKC3p8v1izHoKg,https://nl.wikipedia.org/wiki/Felix_Meritis,0.1478405315614618,0.09414136170032421,0.0005885416666666667,0.001599488163787588,0.9199999999999999,0.0002346316283435007,0.8,0.0833506822112613,0.002083473853005182,0.11259160559626916,0.2727272727272727
65,Filmtheater Cinecenter,Bioscoop,222,86369,5310,516,4.2,14,4.0,3333,0,15,1,POINT (4.881728 52.364987),"https://www.google.nl/maps/place/Cinecenter/@52.3649903,4.8795393,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609e87983b1ad:0xaeb54d33b12cc28c!8m2!3d52.364987!4d4.881728",https://www.tripadvisor.nl/Attraction_Review-g188590-d245178-Reviews-Cinecenter-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj0wdbFx771AhWQ5KQKHfx8AH0QFnoECAQQAg&usg=AOvVaw3wvWltjTvPoQLMb-H5ZFmF,https://nl.wikipedia.org/wiki/Filmtheater_Cinecenter,0.3687707641196013,0.22877508423216292,2.765625e-05,0.007860341833470433,0.8400000000000001,0.00021898951978726732,0.8,0.006671978092370764,0.0,0.009993337774816789,0.09090909090909091
66,Filmtheater de Uitkijk,Bioscoop,212,126762,11100,280,4.5,11,4.5,9657,53163,53,1,POINT (4.884412 52.3647559),"https://www.google.nl/maps/place/Filmtheater+De+Nw.+Uitkijk+BV/@52.3647517,4.8822097,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609e9ab5f5615:0x49e349760dc67578!8m2!3d52.3647559!4d4.884412",https://www.tripadvisor.nl/Attraction_Review-g188590-d245203-Reviews-De_Uitkijk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjckvHHx771AhVP2KQKHXr1BrUQFnoECAAQAg&usg=AOvVaw1N9FIdIJYOpFWSX743PDZV,https://nl.wikipedia.org/wiki/Filmtheater_de_Uitkijk,0.3521594684385382,0.3357684728020173,5.78125e-05,0.0042653017701002344,0.9,0.0001720631941185672,0.9,0.01933132086349369,0.005664794172112437,0.03530979347101932,0.09090909090909091
67,Filmtheater Kriterion,Bioscoop,14,18887,12800,1343,4.5,35,4.0,9148,117929,107,1,POINT (4.9107545 52.3625441),"https://www.google.nl/maps/place/Filmtheater+Kriterion/@52.3625317,4.9084841,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609821f1c38bb:0x11a54f52315c1487!8m2!3d52.3625441!4d4.9107545",https://www.tripadvisor.nl/Attraction_Review-g188590-d245236-Reviews-Kriterion-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi09MDEx771AhXGCewKHUF7ABIQFnoECAgQAg&usg=AOvVaw3O3mC2dFz3bS8Ts5TEWQYy,https://nl.wikipedia.org/wiki/Filmtheater_Kriterion,0.023255813953488372,0.050028077387637475,6.666666666666667e-05,0.020458215275873624,0.9,0.0005474737994681684,0.8,0.018312407917494073,0.012565948346087458,0.07128580946035976,0.09090909090909091
68,Flevopark,Park of recreatiegebied,3,2445,83700,619,4.6,44,4.5,16338,15547,50,5,POINT (4.948333 52.3586371),"https://www.google.nl/maps/place/Flevopark/@52.3586404,4.9461443,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6096eb505d5e5:0xba1d5744600b5458!8m2!3d52.3586371!4d4.948333",https://www.tripadvisor.nl/Attraction_Review-g188590-d6589635-Reviews-Flevopark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwia_4vPx771AhXb7rsIHeY-AsQQFnoECAQQAg&usg=AOvVaw1SL6rpldhLankvsaEgyRTn,https://nl.wikipedia.org/wiki/Flevopark,0.0049833887043189366,0.006476340827700197,0.0004359375,0.009429363556043019,0.9199999999999999,0.0006882527764742688,0.9,0.0327053039523413,0.0016566137161904341,0.033311125916055964,0.45454545454545453
69,Foam Fotografiemuseum Amsterdam,Museum,98,27171,1590000,2899,4.2,824,4.0,26790,30057,89,3,POINT (4.8933087 52.3640438),"https://www.google.nl/maps/place/Foam/@52.3640896,4.8911337,17z/data=!3m1!4b1!4m5!3m4!1s0x47c60974445cf937:0x102f25b88f723a01!8m2!3d52.3640438!4d4.8933087",https://www.tripadvisor.nl/Attraction_Review-g188590-d295148-Reviews-Foam_Photography_Museum_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi8s8Sxx771AhWB3KQKHQYvAAcQFnoECAMQAg&usg=AOvVaw3G2f1S7M_IskldGDvTFp3t,https://nl.wikipedia.org/wiki/Foam_Fotografiemuseum_Amsterdam,0.16279069767441862,0.07197082070733826,0.00828125,0.044161106541144926,0.8400000000000001,0.012889097450336305,0.8,0.05362805073345718,0.0032027296885274253,0.059293804130579615,0.2727272727272727
70,Frankendael,Park of recreatiegebied,13,21941,152000,1979,4.5,32,4.5,23505,22458,41,2,POINT (4.9308048 52.3511853),"https://www.google.nl/maps/place/Park+Frankendael/@52.3511886,4.9286161,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6097b401785b3:0x8608fe3c45219b6e!8m2!3d52.3511853!4d4.9308048",https://www.tripadvisor.nl/Attraction_Review-g188590-d10246464-Reviews-Park_Frankendael-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjrworwxr71AhXCGuwKHVBbDacQFnoECAMQAg&usg=AOvVaw0fmaiO0MV1Z3YxOIelorsu,https://nl.wikipedia.org/wiki/Frankendael,0.02159468438538206,0.05811754359941514,0.0007916666666666666,0.030146543582244157,0.9,0.0005005474737994681,0.9,0.047052158734225864,0.0023930167130767847,0.02731512325116589,0.18181818181818182
71,Gaasperplas,Park of recreatiegebied,0,0,128000,144,4.5,53,4.5,16609,12224,52,4,POINT (4.994065 52.3058653),"https://www.google.nl/maps/place/Gaasperplas/@52.3059605,4.9828395,15z/data=!3m1!4b1!4m5!3m4!1s0x47c60c5dbd560937:0xd8ce181a2c1f975b!8m2!3d52.3058653!4d4.994065",https://www.tripadvisor.nl/Attraction_Review-g188590-d245212-Reviews-Gaasperplas_Park-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiWs7PQx771AhVI_7sIHQkNCnYQFnoECAIQAg&usg=AOvVaw0xU_tX-KZ33wTzvzyLjWI9,https://nl.wikipedia.org/wiki/Gaasperplas_(water),0.0,0.0,0.0006666666666666666,0.0021935837674801205,0.9,0.0008290317534803692,0.9,0.033247790019857795,0.001302530781932969,0.034643570952698204,0.36363636363636365
72,Gaasperzoom,Park of recreatiegebied,0,0,2470,129,4.4,309,4.0,3354,0,13,1,POINT (4.9975101 52.2966369),"https://www.google.nl/maps/place/Gaasperzoom/@52.2966402,4.9953214,17z/data=!3m1!4b1!4m5!3m4!1s0x47c60cf724bd17dd:0x58aee354748a3cd2!8m2!3d52.2966369!4d4.9975101",https://www.tripadvisor.nl/Hotel_Review-g188590-d239455-Reviews-Gaasper_Camping_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjt3uvMx771AhWZgv0HHWyPBmAQFnoECAIQAg&usg=AOvVaw1h1YhsrQMOdKUZNpyfaJP7,https://nl.wikipedia.org/wiki/Gaasperzoom,0.0,0.0,1.2864583333333334e-05,0.0019650854583676083,0.8800000000000001,0.004833411543876114,0.8,0.006714015758119275,0.0,0.008660892738174551,0.09090909090909091
73,Gebouw Plancius,Monument of Gebouw,43,7935,9780,460,4.0,266,3.5,5820,0,20,1,POINT (4.9127785 52.367781),"https://www.google.nl/maps/place/Plancius/@52.367785,4.9105932,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609a247ab52d3:0xd1a02caeaf424ef4!8m2!3d52.367781!4d4.9127785",https://www.tripadvisor.nl/Restaurant_Review-g188590-d4025996-Reviews-Plancius-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiwiI3Sxr71AhU3g_0HHY_YDyUQFnoECAkQAg&usg=AOvVaw3vE9YXeFYZ9norWVLK8sok,https://nl.wikipedia.org/wiki/Gebouw_Plancius,0.07142857142857142,0.021018308575787757,5.09375e-05,0.007007281479450385,0.8,0.004160800875958079,0.7,0.01165043879315867,0.0,0.013324450366422385,0.09090909090909091
74,Gemeenlandshuis van Diemen,Monument of Gebouw,0,0,2620,15,4.7,1,5.0,4360,0,13,1,POINT (4.9664117 52.3612784),"https://www.google.nl/maps/place/Gemeenlandshuis/@52.361242,4.9641902,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609590d0f0e3f:0x74db4949af036cb2!8m2!3d52.3612784!4d4.9664117",https://www.tripadvisor.nl/Attraction_Review-g188590-d20371660-Reviews-Museumhuis_Gemeenlandshuis_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjnjriWx771AhXO26QKHU4yByUQFnoECAgQAg&usg=AOvVaw21MztT6KmSyoMkDGpMCyvO,https://nl.wikipedia.org/wiki/Gemeenlandshuis_van_Diemen,0.0,0.0,1.3645833333333334e-05,0.00022849830911251257,0.9400000000000001,1.564210855623338e-05,1.0,0.008727820126833643,0.0,0.008660892738174551,0.09090909090909091
75,Grachtenmuseum Amsterdam,Museum,165,89543,11000,1004,4.5,700,4.5,1752,0,61,2,POINT (4.886253 52.3678987),"https://www.google.nl/maps/place/Grachtenmuseum+Amsterdam,+Museum+of+the+Canals/@52.367902,4.8840643,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c26cdd9f3f:0xddd4a1b87af1336f!8m2!3d52.3678987!4d4.886253",https://www.tripadvisor.nl/Attraction_Review-g188590-d2187717-Reviews-Museum_of_the_Canals-Amsterdam_North_Holland_Province.html,https://nl.wikipedia.org/wiki/Grachtenmuseum_Amsterdam,0.27408637873754155,0.23718240766247803,5.7291666666666666e-05,0.015294153489930842,0.9,0.010949475989363366,0.9,0.0035071423995900325,0.0,0.04063957361758828,0.18181818181818182
76,Grand Hotel Krasnapolsky,Monument of Gebouw,584,349771,292000,4081,4.5,3972,4.5,25079,24108,88,4,POINT (4.8940899 52.37267),"https://www.google.nl/maps/place/Hotel+NH+Collection+Amsterdam+Grand+Hotel+Krasnapolsky/@52.3726733,4.8919012,17z/data=!3m1!4b1!4m8!3m7!1s0x47c609c745ff98ff:0x1fb0f8e9757bf8b4!5m2!4m1!1i2!8m2!3d52.37267!4d4.8940899",https://www.tripadvisor.nl/Hotel_Review-g188590-d229182-Reviews-NH_Collection_Amsterdam_Grand_Hotel_Krasnapolsky-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjAy6ybx771AhXJ_aQKHR_4D3AQFnoECAsQAg&usg=AOvVaw3F9xDF_5HyQ-6iLmKVWQBb,https://nl.wikipedia.org/wiki/Grand_Hotel_Krasnapolsky,0.9700996677740864,0.9264769765421372,0.0015208333333333332,0.06216677329921092,0.9,0.062130455185358986,0.9,0.0502029818717571,0.002568832795389399,0.05862758161225849,0.36363636363636365
77,He Hua Tempel,Monument of Gebouw,357,235925,14600000,406,4.3,96,3.5,19229,0,73,2,POINT (4.9001173 52.3737543),"https://www.google.nl/maps/place/He+Hua+Tempel/@52.3737576,4.8979286,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609b91032a009:0xe6281fdff27ed983!8m2!3d52.3737543!4d4.9001173",https://www.tripadvisor.nl/ShowUserReviews-g188590-d1933685-r259792605-Fo_Guang_Shan-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwimkZb0xb71AhXN8rsIHavlCUkQFnoECAMQAg&usg=AOvVaw2Q2RWLDj-M0-KN3f8Oruog,https://nl.wikipedia.org/wiki/He_Hua_Tempel,0.5930232558139535,0.6249205356953657,0.07604166666666666,0.00618468756664534,0.86,0.0015016424213984045,0.7,0.03849248927038627,0.0,0.04863424383744171,0.18181818181818182
78,Heineken Experience,Museum,72,127138,6850000,6575,4.2,25499,4.0,19809,112455,53,11,POINT (4.8917413 52.3578867),"https://www.google.nl/maps/place/Heineken+Experience/@52.3578346,4.8896362,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609ed3c25194b:0x4fd3caab9141ac0a!8m2!3d52.3578867!4d4.8917413",https://www.tripadvisor.nl/Attraction_Review-g188590-d240813-Reviews-Heineken_Experience-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwisoO-ox771AhXMyaQKHXPqBKUQFnoECAIQAg&usg=AOvVaw0tUUjM_-KEOApbrYDVcrrp,https://nl.wikipedia.org/wiki/Heineken_Experience,0.11960132890365449,0.33676442542010127,0.03567708333333333,0.10015842549431801,0.8400000000000001,0.39885812607539495,0.8,0.03965352956248799,0.011982665173615185,0.03530979347101932,1.0
79,Hermitage Amsterdam,Museum,145,60235,4710000,6036,4.5,2373,4.0,101045,121837,305,11,POINT (4.9023951 52.3653079),"https://www.google.nl/maps/place/Hermitage+Amsterdam/@52.3653112,4.9002064,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609964ee7372d:0x225cd97f1e125444!8m2!3d52.3653079!4d4.9023951",https://www.tripadvisor.nl/Attraction_Review-g188590-d310395-Reviews-Hermitage_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjB5Yr1xb71AhVp_rsIHcevAxEQFnoECAkQAg&usg=AOvVaw2hzvMZYCZoHi8uxi4Bixba,https://nl.wikipedia.org/wiki/Hermitage_Amsterdam,0.24086378737541528,0.15955107965501897,0.02453125,0.09194771958687506,0.9,0.03711872360394181,0.8,0.2022712350265838,0.01298236607316485,0.20319786808794138,1.0
80,Het Scheepvaartmuseum,Museum,60,15184,357000,8200,4.5,3181,4.5,59719,7164,230,11,POINT (4.915 52.3716667),"https://www.google.nl/maps/place/Het+Scheepvaartmuseum/@52.37167,4.9128113,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609a14eabed5f:0x59a81b9e66483986!8m2!3d52.3716667!4d4.915",https://www.tripadvisor.nl/Attraction_Review-g188590-d194316-Reviews-Het_Scheepvaartmuseum_The_National_Maritime_Museum-Amsterdam_North_Holland_Provinc.html,https://nl.wikipedia.org/wiki/Het_Scheepvaartmuseum,0.09966777408637874,0.04021953338560319,0.001859375,0.12491240898150686,0.9,0.04975754731737838,0.9,0.11954511242072897,0.0007633614628409514,0.15323117921385743,1.0
81,Hildo Kropbrug,Monument of Gebouw,3,3720,3840,0,0.0,2,3.0,1250,0,6,1,POINT (4.8844979 52.3476814),"https://www.google.nl/maps/place/Hildo+Kropbrug+(Brug+419)/@52.3476847,4.8823092,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609d85f5e5825:0x517e8ad6a250b465!8m2!3d52.3476814!4d4.8844979",https://www.tripadvisor.nl/Attraction_Review-g188590-d19042409-Reviews-Hildo_Kropbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjMlPOTx771AhUDCuwKHdjrB2IQFnoECAUQAg&usg=AOvVaw3DY7hurb8GUpc_x1K9SmVc,https://nl.wikipedia.org/wiki/Hildo_Kropbrug,0.0049833887043189366,0.009853573774660422,2e-05,0.0,0.0,3.128421711246676e-05,0.6,0.0025022420088399206,0.0,0.003997335109926716,0.09090909090909091
82,Hilton Amsterdam Hotel,Monument of Gebouw,19,2041,38100000,2051,4.4,3760,4.5,53401,69999,119,3,POINT (4.8720612 52.351401),"https://www.google.nl/maps/place/Hilton+Amsterdam/@52.3514007,4.8698719,17z/data=!3m1!4b1!4m8!3m7!1s0x47c609f9534e86b1:0x39689f5b4768cb5c!5m2!4m1!1i2!8m2!3d52.351401!4d4.8720612",https://www.tripadvisor.nl/Hotel_Review-g188590-d228438-Reviews-Hilton_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjlhaf1xr71AhVLC-wKHVCNAL0QFnoECAQQAg&usg=AOvVaw0R0hVsBYxV3rbZeet4CXKp,https://nl.wikipedia.org/wiki/Hilton_Amsterdam_Hotel,0.03156146179401993,0.00540622152529084,0.1984375,0.031243335465984217,0.8800000000000001,0.05881432817143751,0.9,0.10689778041124848,0.007458757542909513,0.07928047968021319,0.2727272727272727
83,Hollandsche Manege,Monument of Gebouw,29,10698,28900,199,3.7,80,3.0,15170,12582,77,4,POINT (4.8720351 52.3612152),"https://www.google.nl/maps/place/Hollandsche+Manege/@52.3614468,4.8696822,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609e394ad24ef:0x8740346f2d1b21f7!8m2!3d52.3612152!4d4.8720351",https://www.tripadvisor.nl/Attraction_Review-g188590-d240815-Reviews-Levend_Paardenmuseum_De_Hollandsche_Manege-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjH2p_axr71AhWPNOwKHR-bCs8QFnoECAUQAg&usg=AOvVaw2dARi1fmWHtutbQ8jSXQuN,https://nl.wikipedia.org/wiki/Hollandsche_Manege,0.04817275747508306,0.02833697103261215,0.00015052083333333334,0.003031410900892667,0.74,0.0012513686844986705,0.6,0.030367209019281277,0.001340677544034736,0.051299133910726186,0.36363636363636365
84,Hollandsche Schouwburg,Herdenkings Monument,46,32236,95200,300,4.4,142,4.0,56304,19800,180,8,POINT (4.9111234 52.366467),"https://www.google.nl/maps/place/Hollandsche+Schouwburg+(Joods+Cultureel+Kwartier)/@52.3664703,4.9089347,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609a27d86826f:0x8e3bddf94c975abc!8m2!3d52.366467!4d4.9111234",https://www.tripadvisor.nl/Attraction_Review-g188590-d266273-Reviews-Hollandsche_Schouwburg-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjr1rbfxr71AhWHy6QKHQ23AAkQFnoECAoQAg&usg=AOvVaw3i3qwuW-6rum293G8aGhVZ,https://nl.wikipedia.org/wiki/Hollandsche_Schouwburg,0.07641196013289037,0.08538704413977241,0.0004958333333333334,0.004569966182250251,0.8800000000000001,0.00222117941498514,0.8,0.11270898725257832,0.002109792987751373,0.11992005329780146,0.7272727272727273
85,Homomonument ,Herdenkings Monument,263,170166,109000,1068,4.3,238,3.5,26124,96841,208,11,POINT (4.8848582 52.3744302),"https://www.google.nl/maps/place/Homomonument/@52.3744335,4.8826695,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c4f3011039:0x400874b42a93c1a2!8m2!3d52.3744302!4d4.8848582",https://www.tripadvisor.nl/Attraction_Review-g188590-d2401053-Reviews-Homomonument-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiasYv5xb71AhVA8LsIHXg3DB8QFnoECAIQAg&usg=AOvVaw0LvpcLRN0kbo5NA6p3YGu-,https://nl.wikipedia.org/wiki/Homomonument_(Amsterdam),0.4368770764119601,0.45073742874700684,0.0005677083333333334,0.016269079608810896,0.86,0.0037228218363835443,0.7,0.052294856191147265,0.010318912258930845,0.13857428381079281,1.0
86,Hortus Botanicus Amsterdam,Monument of Gebouw,49,34365,318000,7603,4.4,1193,4.0,42575,63578,132,11,POINT (4.9081845 52.3666659),"https://www.google.nl/maps/place/Hortus+Botanicus+Amsterdam/@52.3666692,4.9059958,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e1e2667314ab:0x50a7c8595fea0ba6!8m2!3d52.3666659!4d4.9081845",https://www.tripadvisor.nl/Attraction_Review-g188590-d244461-Reviews-Hortus_Botanicus-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiC_oKVx771AhVR26QKHcifBCEQFnoECAUQAg&usg=AOvVaw1Z3FF1bL79lDcp8xmLROFy,https://nl.wikipedia.org/wiki/Hortus_Botanicus_Amsterdam,0.08139534883720931,0.09102636095865738,0.00165625,0.11581817627882887,0.8800000000000001,0.018661035507586424,0.8,0.0852263628210877,0.006774566594709939,0.08794137241838774,1.0
87,Huis De Pinto,Monument of Gebouw,167,86039,2710000,64,4.5,14,4.0,17506,2109,112,4,POINT (4.9008201 52.370103),"https://www.google.nl/maps/place/Huis+De+Pinto/@52.3701242,4.8987191,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609be90cb735b:0x18f2b2bf0e4685c8!8m2!3d52.370103!4d4.9008201",https://www.tripadvisor.nl/Attraction_Review-g188590-d531467-Reviews-Huis_De_Pinto-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi08amOx771AhWFMewKHaEpBrAQFnoECAoQAg&usg=AOvVaw3ch458L8QtQc6iPOtkNC9y,https://nl.wikipedia.org/wiki/Huis_De_Pinto,0.27740863787375414,0.22790097688118496,0.014114583333333333,0.0009749261188800536,0.9,0.00021898951978726732,0.8,0.03504339888540132,0.0002247249197559417,0.07461692205196535,0.36363636363636365
