index,name,label,f_count,f_views,g_results,g_reviews,g_rating,t_reviews,t_rating,w_views_nl,w_views_en,w_edits,w_languages,geometry,g_url,t_url,w_url,n_f_count,n_f_views,n_g_results,n_g_reviews,n_g_rating,n_t_reviews,n_t_rating,n_w_views_nl,n_w_views_en,n_w_edits,n_w_languages
26,Blauwbrug,Monument of Gebouw,141,44889,124000,10,4.6,70,4.0,20136,21425,72,11,POINT (4.9007721 52.3663587),"https://www.google.nl/maps/place/Blauwbrug+Bridge/@52.366362,4.8985834,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609bb91bd9705:0x15bea9f89aa44993!8m2!3d52.3663587!4d4.9007721",https://www.tripadvisor.nl/ShowUserReviews-g188590-d10311014-r403778962-Blauwbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi3_ITkxb71AhXJgf0HHSE1AegQFnoECAMQAg&usg=AOvVaw1-rgrMVOIh-1IXhnNGOOgD,https://nl.wikipedia.org/wiki/Blauwbrug,0.23421926910299004,0.11890243902439024,0.0006458333333333333,0.00015233220607500838,0.9199999999999999,0.0010949475989363367,0.8,0.040308116072000515,0.0022829451900289476,0.047968021319120584,1.0
27,Blauwe Theehuis,Monument of Gebouw,51,15274,73700,902,4.4,194,3.5,12997,12708,34,2,POINT (4.872508 52.3588274),"https://www.google.nl/maps/place/Proeflokaal+'t+Blauwe+Theehuis/@52.3588316,4.8703604,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6095fc02b912b:0x9147c5709a743aaa!8m2!3d52.3588274!4d4.872508",https://www.tripadvisor.nl/Restaurant_Review-g188590-d2289693-Reviews-T_Blauwe_Theehuis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi75KrUxr71AhWT_bsIHd09CYIQFnoECAMQAg&usg=AOvVaw1xiV13FyFvP1owvlftXHIo,https://nl.wikipedia.org/wiki/Blauwe_Theehuis,0.08471760797342193,0.040457926299506265,0.0003838541666666667,0.013740364987965756,0.8800000000000001,0.003034569059909276,0.7,0.026017311511113958,0.0013541034994113358,0.022651565622918056,0.18181818181818182
28,Bloemenmarkt,Markt,280,153603,293000,38896,4.2,3804,3.5,15264,78738,37,11,POINT (4.8913087 52.3668379),"https://www.google.nl/maps/place/Bloemenmarkt/@52.3668412,4.88912,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c1d6283369:0xaf047b3038903b7e!8m2!3d52.3668379!4d4.8913087",https://www.tripadvisor.nl/Attraction_Review-g188590-d190207-Reviews-Bloemenmarkt-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwigoKvlxb71AhVRi_0HHQT9CV0QFnoECAEQAg&usg=AOvVaw2giPXr4wExDRJ-ChEBFeV8,https://nl.wikipedia.org/wiki/Bloemenmarkt,0.46511627906976744,0.40686518615837763,0.0015260416666666666,0.5925113487493526,0.8400000000000001,0.059502580947911776,0.7,0.03055537761834604,0.00838994344795796,0.02465023317788141,1.0
29,Boom Chicago,Concertzaal of Theater,18,12948,12300000,1139,4.4,645,4.0,15777,103028,119,2,POINT (4.8790169 52.3728574),"https://www.google.nl/maps/place/Boom+Chicago/@52.3728607,4.8768282,17z/data=!3m2!4b1!5s0x47c609db7fec1033:0x80947a3feebe41bb!4m5!3m4!1s0x47c609e85fb1205b:0x95fb816bb39c4991!8m2!3d52.3728574!4d4.8790169",https://www.tripadvisor.nl/Attraction_Review-g188590-d245172-Reviews-Boom_Chicago-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi_haa-x771AhUJsaQKHc9xDukQFnoECAUQAg&usg=AOvVaw1-AC0NqVxHokNGtikxVV25,https://nl.wikipedia.org/wiki/Boom_Chicago,0.029900332225913623,0.03429679388018902,0.0640625,0.017350638271943455,0.8800000000000001,0.01008916001877053,0.8,0.03158229773877394,0.010978169290002447,0.07928047968021319,0.18181818181818182
30,Brouwerij 't IJ,Monument of Gebouw,29,14290,179000,6659,4.6,2335,4.5,50492,68555,125,6,POINT (4.9264241 52.3666901),"https://www.google.nl/maps/place/Brouwerij+'t+IJ/@52.3666934,4.9242354,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6090b41c8f893:0x77fe1349de1f4bc4!8m2!3d52.3666901!4d4.9264241",https://www.tripadvisor.nl/Attraction_Review-g188590-d591008-Reviews-Brouwerij_t_IJ-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjS1MDmxb71AhWEgv0HHb_tAagQFnoECAMQAg&usg=AOvVaw1zKIQr0qUPKaPZif3a09hn,https://nl.wikipedia.org/wiki/Brouwerij_%27t_IJ,0.04817275747508306,0.03785149710749931,0.0009322916666666667,0.10143801602534808,0.9199999999999999,0.036524323478804945,0.9,0.10107456280827622,0.007304891832085625,0.0832778147901399,0.5454545454545454
31,Brouwerij De Prael,Monument of Gebouw,435,264797,43500,3416,4.4,699,4.5,14875,0,21,2,POINT (4.8993874 52.3756047),"https://www.google.nl/maps/place/Brouwerij+De+Prael/@52.375608,4.8971987,17z/data=!3m2!4b1!5s0x47c609b84b4172e9:0x1d24da8dc109189!4m5!3m4!1s0x47c609b9b24eb45d:0xb1be689ad4abadee!8m2!3d52.3756047!4d4.8993874",https://www.tripadvisor.nl/Restaurant_Review-g188590-d2336115-Reviews-Brouwerij_de_Prael-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiNx9rnxb71AhWYhv0HHQ6QCXEQFnoECAIQAg&usg=AOvVaw2k-DhYn0ZB5A7bKfGcfWmk,https://nl.wikipedia.org/wiki/Brouwerij_De_Prael,0.7225913621262459,0.701396982475472,0.0002265625,0.052036681595222865,0.8800000000000001,0.010933833880807133,0.9,0.029776679905195055,0.0,0.013990672884743505,0.18181818181818182
32,Brug 382,Monument of Gebouw,4,671,280000,0,0.0,2,3.5,1139,23739,49,1,POINT (4.8644204 52.375418),"https://www.google.nl/maps/place/Jan+van+Galenbrug+(Brug+382)/@52.3754213,4.8622317,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e302ab9f92c9:0xe983b875024da053!8m2!3d52.375418!4d4.8644204",https://www.tripadvisor.nl/Attraction_Review-g188590-d15087774-Reviews-Brug_382-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiZhazxxr71AhXI-KQKHbuDCL0QFnoECAgQAg&usg=AOvVaw1YYNmvZLMRQUjFDrYO9PLr,https://nl.wikipedia.org/wiki/Brug_382,0.006644518272425249,0.0017773516136551462,0.0014583333333333334,0.0,0.0,3.128421711246676e-05,0.7,0.0022800429184549357,0.0025295139260722143,0.03264490339773484,0.09090909090909091
33,Burcht van Berlage,Monument of Gebouw,39,8918,18000,105,4.4,12,4.5,14339,0,66,1,POINT (4.9108223 52.3680161),"https://www.google.nl/maps/place/Stichting+De+Burcht/@52.3680643,4.9086755,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609a2f073c277:0x3d6d25a5d25bdc65!8m2!3d52.3680161!4d4.9108223",https://www.tripadvisor.nl/Attraction_Review-g188590-d3754760-Reviews-De_Burcht-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi4qqntxr71AhWiM-wKHV9BB68QFnoECAgQAg&usg=AOvVaw3MhU2r5_tTv256lor5iPcl,https://nl.wikipedia.org/wiki/Burcht_van_Berlage,0.06478405315614617,0.023622088957640227,9.375e-05,0.001599488163787588,0.8800000000000001,0.00018770530267480057,0.9,0.028703718531804496,0.0,0.04397068620919387,0.09090909090909091
34,Conservatorium van Amsterdam,Monument of Gebouw,93,33322,1280000,2,5.0,666,4.0,23710,40302,131,11,POINT (4.9090082 52.3760398),"https://www.google.nl/maps/place/Conservatorium+van+Amsterdam/@52.3760431,4.9068195,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609a4b3e321d3:0xd2bba8d8f6112721!8m2!3d52.3760398!4d4.9090082",https://www.tripadvisor.nl/Restaurant_Review-g188590-d3155520-Reviews-Conservatorium_Brasserie_Lounge_Amsterdam-Amsterdam_North_Holland_Province.html,https://nl.wikipedia.org/wiki/Conservatorium_van_Amsterdam,0.15448504983388706,0.08826365196753619,0.006666666666666667,3.0466441215001674e-05,1.0,0.01041764429845143,0.8,0.04746252642367561,0.004294387726886659,0.08727514990006663,1.0
35,Constantiahofje,Monument of Gebouw,20,2624,3780,0,0.0,2,3.0,3147,0,80,1,POINT (4.8817386 52.3806928),"https://www.google.nl/maps/place/Constantiahofje/@52.3806961,4.8795499,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609e954deb493:0x880f96cbf75a6450!8m2!3d52.3806928!4d4.8817386",https://www.tripadvisor.nl/Attraction_Review-g188590-d13968350-Reviews-Constantiahofje_1-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi_lMXsxr71AhVLC-wKHVCNAL0QFnoECAQQAg&usg=AOvVaw2wbtEbMbRdDthtJ5692M7q,https://nl.wikipedia.org/wiki/Constantiahofje,0.03322259136212625,0.0069504778453518675,1.96875e-05,0.0,0.0,3.128421711246676e-05,0.6,0.006299644481455384,0.0,0.05329780146568954,0.09090909090909091
36,Cornelis Schuytstraat,Monument of Gebouw,3,387,93200,0,0.0,36,4.5,5669,11188,34,1,POINT (4.8717614 52.3545619),"https://www.google.nl/maps/place/Cornelis+Schuytstraat,+Amsterdam/@52.3545652,4.8695727,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609fc86421985:0x314c745dfd9d9cd4!8m2!3d52.3545619!4d4.8717614",https://www.tripadvisor.nl/Attraction_Review-g188590-d8290781-Reviews-Cornelis_Schuytstraat-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjMhpv9xr71AhWN16QKHfYxAQQQFnoECAEQAg&usg=AOvVaw2TRy2wyVm3BNF-vIiFeURE,https://nl.wikipedia.org/wiki/Cornelis_Schuytstraat,0.0049833887043189366,0.0010250895297832213,0.00048541666666666666,0.0,0.0,0.0005631159080244016,0.9,0.011348167958490809,0.0011921395932809273,0.022651565622918056,0.09090909090909091
37,Dam ,Monument of Gebouw,602,363529,71600000,39289,4.6,15258,4.0,120253,329892,273,11,POINT (4.892648 52.3730668),"https://www.google.nl/maps/place/Dam/@52.3730701,4.8904593,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609d9faf2eaab:0x28528186b9782ff2!8m2!3d52.3730668!4d4.892648",https://www.tripadvisor.nl/Attraction_Review-g188590-d189381-Reviews-Dam_Square-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjA8Nroxb71AhXN7rsIHWzWBZoQFnoECAMQAg&usg=AOvVaw0mlVS2GnEr1NDgtTJZ3bPm,https://nl.wikipedia.org/wiki/Dam_(Amsterdam),1.0,0.962919306647454,0.3729166666666667,0.5984980044481004,0.9199999999999999,0.23866729235100892,0.8,0.24072168663122157,0.03515170850077151,0.18187874750166555,1.0
38,Dappermarkt,Markt,14,3429,79900,2,5.0,111,3.5,27442,25708,49,7,POINT (4.9280513 52.3629387),"https://www.google.nl/maps/place/Dappermarkt+Amsterdam/@52.3629533,4.925856,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6097376f8a703:0x5d386dd4b37db5bb!8m2!3d52.3629387!4d4.9280513",https://www.tripadvisor.nl/Attraction_Review-g188590-d6213053-Reviews-Dappermarkt-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjR_f3pxb71AhXj7rsIHalIB2MQFnoECAMQAg&usg=AOvVaw01uxp86eQ_WoZ5mlupGSOv,https://nl.wikipedia.org/wiki/Dappermarkt,0.023255813953488372,0.009082770019707148,0.0004161458333333333,3.0466441215001674e-05,1.0,0.0017362740497419051,0.7,0.05493322016526808,0.0027393211176319344,0.03264490339773484,0.6363636363636364
39,De 1200 Roe,Monument of Gebouw,1,1856,693000,14,4.0,21,4.0,5298,310903,41,2,POINT (4.8154281 52.3838524),"https://www.google.nl/maps/place/De+1200+Roe/@52.3838252,4.8132505,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e3acf169f067:0x3a2d870736b9b98d!8m2!3d52.3838524!4d4.8154281",https://www.tripadvisor.nl/Attraction_Review-g188590-d6650714-Reviews-Water_Mill_1200_Roe-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjN-tryxr71AhVJ-6QKHWWWANQQFnoECAYQAg&usg=AOvVaw3EpeMYwm0BCf9x5oZ607cp,https://nl.wikipedia.org/wiki/De_1200_Roe,0.0016611295681063123,0.004916191646712297,0.003609375,0.00021326508850501172,0.8,0.000328484279680901,0.8,0.01060550253026712,0.03312833178135682,0.02731512325116589,0.18181818181818182
40,De Balie,Concertzaal of Theater,259,87907,1730000,1632,4.0,120,4.0,30262,18498,193,3,POINT (4.883038 52.363057),"https://www.google.nl/maps/place/De+Balie/@52.3630603,4.8808493,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609e8dd5355e3:0xc8c56413beeed24f!8m2!3d52.363057!4d4.883038",https://www.tripadvisor.nl/Restaurant_Review-g188590-d753197-Reviews-De_Balie-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjG5-66x771AhVN_KQKHeZbAVcQFnoECAEQAg&usg=AOvVaw3zR3DXYGEGym9pDkdH4ku_,https://nl.wikipedia.org/wiki/De_Balie,0.43023255813953487,0.23284895424975102,0.009010416666666667,0.02486061603144137,0.8,0.0018770530267480056,0.8,0.06057827813721094,0.00197105811552651,0.12858094603597603,0.2727272727272727
41,De Bijenkorf,Monument of Gebouw,575,330232,5050000,13501,4.3,814,4.0,21926,115635,66,1,POINT (4.894502 52.3736183),"https://www.google.nl/maps/place/de+Bijenkorf+Amsterdam/@52.3736216,4.8923133,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c73fa93519:0x92802abbc9c6023e!8m2!3d52.3736183!4d4.894502",https://www.tripadvisor.nl/Attraction_Review-g188590-d524033-Reviews-De_Bijenkorf-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiI2ZvAxr71AhU1iv0HHVLIAQ4QFnoECAAQAg&usg=AOvVaw0fqKCF3ELzUcDnFfKDtSB7,https://nl.wikipedia.org/wiki/De_Bijenkorf_(Amsterdam),0.9551495016611296,0.8747218749337797,0.026302083333333334,0.20566371142186882,0.86,0.012732676364773972,0.8,0.04389132662865928,0.012321510714072224,0.04397068620919387,0.09090909090909091
42,De Brakke Grond,Concertzaal of Theater,297,154046,134000,341,4.3,9,3.5,17185,0,80,1,POINT (4.8939123 52.3712002),"https://www.google.nl/maps/place/Vlaams+Cultuurhuis+de+Brakke+Grond/@52.3712026,4.8917283,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c0b9a3514f:0xc28b5cbd98fcdc38!8m2!3d52.3712002!4d4.8939123",https://www.tripadvisor.nl/Attraction_Review-g188590-d3754385-Reviews-Brakke_Grond_Flemish_Cultural_Centre-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiW7e67x771AhUN-qQKHX-AABwQFnoECAgQAg&usg=AOvVaw2yjYRFxv1PVYfUWeW5tVYm,https://nl.wikipedia.org/wiki/De_Brakke_Grond,0.49335548172757476,0.40803860905681166,0.0006979166666666667,0.005194528227157786,0.86,0.0001407789770061004,0.7,0.034400823137531227,0.0,0.05329780146568954,0.09090909090909091
43,De Dageraad ,Monument of Gebouw,11,966,522000,88,4.4,18,4.5,15255,24766,19,1,POINT (4.8975454 52.349875),"https://www.google.nl/maps/place/Museum+De+Dageraad/@52.3498777,4.896794,17z/data=!3m1!4b1!4m5!3m4!1s0x47c60989500573e7:0xd00b2d0f20343d5!8m2!3d52.349875!4d4.8975454",https://www.tripadvisor.nl/Attraction_Review-g188590-d3724731-Reviews-Museum_De_Dageraad-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjRirqQx771AhXBMewKHSehDs0QFnoECAAQAg&usg=AOvVaw37EaJhWEpiqxdEUPFiXvoc,https://nl.wikipedia.org/wiki/De_Dageraad_(Amsterdam),0.018272425249169437,0.0025587506092263354,0.00271875,0.0013405234134600738,0.8800000000000001,0.0002815579540122008,0.9,0.03053736147588239,0.0026389461179116415,0.012658227848101266,0.09090909090909091
44,De Dokwerker,Herdenkings Monument,71,64363,34500,74,4.4,5,3.5,52673,75974,111,2,POINT (4.9049742 52.3672213),"https://www.google.nl/maps/place/De+Dokwerker+(Herinnering+aan+de+Februaristaking)/@52.3672246,4.9027855,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609bd76b1d16f:0x1d304a506fb6ae44!8m2!3d52.3672213!4d4.9049742",https://www.tripadvisor.nl/Attraction_Review-g188590-d14437354-Reviews-Dokwerker-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiT8o6gx771AhXXuKQKHbMPAOEQFnoECAQQAg&usg=AOvVaw0t-ukdo2cTQSGIvhXrzGzr,https://nl.wikipedia.org/wiki/De_Dokwerker,0.11794019933554817,0.17048536797270666,0.0001796875,0.001127258324955062,0.8800000000000001,7.821054278116691e-05,0.7,0.10544047466530011,0.008095424871283981,0.07395069953364423,0.18181818181818182
45,De Duif ,Monument of Gebouw,50,50132,595000,571,4.4,3257,4.5,24398,12491,104,2,POINT (4.8967615 52.3614306),"https://www.google.nl/maps/place/De+Duif/@52.3614339,4.8945728,17z/data=!3m1!4b1!4m5!3m4!1s0x47c60994813b460f:0x43382178846df4d!8m2!3d52.3614306!4d4.8967615",https://www.tripadvisor.nl/Attraction_Review-g188590-d190613-Reviews-De_Duif-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiD8_rrxb71AhUPgv0HHTqADlcQFnoECAoQAg&usg=AOvVaw1mMjGsQs3GDhLEcbKZ2uCY,https://nl.wikipedia.org/wiki/De_Duif_(kerk),0.08305647840531562,0.1327901506643216,0.0030989583333333333,0.008698168966882979,0.8800000000000001,0.05094634756765212,0.9,0.048839760425341106,0.001330981020707192,0.06928714190539641,0.18181818181818182
46,De Gooyer,Monument of Gebouw,29,14290,135000,345,4.4,308,4.0,19109,41876,76,5,POINT (4.9261851 52.3667936),"https://www.google.nl/maps/place/De+Gooyer/@52.3668182,4.9239958,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6090b6ad07fcb:0x472ea1d6534f9ecd!8m2!3d52.3667936!4d4.9261851",https://www.tripadvisor.nl/ShowUserReviews-g188590-d7375416-r324884031-De_Gooyer_Windmill-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjUp5T0xr71AhWB26QKHWZdCb0QFnoECAIQAg&usg=AOvVaw3Xpt4kAEWw0kwe0Qv4JyZH,https://nl.wikipedia.org/wiki/De_Gooyer_(Amsterdam),0.04817275747508306,0.03785149710749931,0.000703125,0.005255461109587789,0.8800000000000001,0.004817769435319881,0.8,0.038252274037537635,0.004462105613892753,0.05063291139240506,0.45454545454545453
47,De Hoge Dijk,Park of recreatiegebied,1,24,1870000,563,4.3,19,3.5,5834,0,23,2,POINT (4.9604123 52.2864724),"https://www.google.nl/maps/place/De+Hoge+Dijk/@52.2864518,4.9579824,17z/data=!3m1!4b1!4m5!3m4!1s0x47c60c9d978c9515:0xdc63f879152d0e99!8m2!3d52.2864724!4d4.9604123",https://www.tripadvisor.nl/Attraction_Review-g188590-d245197-Reviews-De_Hoge_Dijk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiBy5njx771AhUb_rsIHT5DChUQFnoECAUQAg&usg=AOvVaw18WJ8iA-dZv9FZfdqxClLh,https://nl.wikipedia.org/wiki/De_Hoge_Dijk,0.0016611295681063123,6.35714437074866e-05,0.009739583333333333,0.008576303202022972,0.86,0.0002972000625684342,0.7,0.011678463903657677,0.0,0.015323117921385743,0.18181818181818182
48,De Kleine Komedie,Concertzaal of Theater,322,118238,5040000,955,4.5,29,4.0,19117,7196,54,4,POINT (4.8959687 52.3669133),"https://www.google.nl/maps/place/De+Kleine+Komedie/@52.3669166,4.89378,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609bfe15cac03:0x2f7e059d24cf2faf!8m2!3d52.3669133!4d4.8959687",https://www.tripadvisor.nl/Attraction_Review-g188590-d9794387-Reviews-De_Kleine_Komedie-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjBpqftxb71AhWE_bsIHaPzCKIQFnoECAAQAg&usg=AOvVaw2gRUKQv-NC6DdyB6gdy248,https://nl.wikipedia.org/wiki/De_Kleine_Komedie,0.5348837209302325,0.3131900150452417,0.02625,0.0145477256801633,0.9,0.00045362114813076804,0.8,0.038268288386394206,0.000766771229285802,0.03597601598934044,0.36363636363636365
49,De Krijtberg,Monument of Gebouw,252,169750,46700,507,4.7,134,4.5,18049,21717,85,11,POINT (4.8883064 52.3679044),"https://www.google.nl/maps/place/De+Krijtberg/@52.3677811,4.8858669,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c1f6c80ab3:0x6930520c3e18eece!8m2!3d52.3679044!4d4.8883064",https://www.tripadvisor.nl/Attraction_Review-g188590-d591171-Reviews-De_Krijtberg_Sint_Franciscus_Xaveriuskerk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjk87Xuxb71AhWchP0HHWv5C_0QFnoECAUQAg&usg=AOvVaw1K3ogi3wJoO7ndTlGHRCna,https://nl.wikipedia.org/wiki/De_Krijtberg,0.4186046511627907,0.44963552372274374,0.00024322916666666666,0.007723242848002925,0.9400000000000001,0.002096042546535273,0.9,0.036130372814041384,0.0023140593088382105,0.056628914057295136,1.0
50,De Meervaart,Concertzaal of Theater,14,921,101000,1725,4.4,3,4.5,11950,81444,52,1,POINT (4.8073711 52.3590932),"https://www.google.nl/maps/place/Meervaart+Theater/@52.3590833,4.8051204,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e3d2049c0b57:0x1c80bfab51a1315f!8m2!3d52.3590932!4d4.8073711",https://www.tripadvisor.nl/Attraction_Review-g188590-d14032119-Reviews-Meervaart-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjDiYa9x771AhUFNOwKHdzvDBoQFnoECAQQAg&usg=AOvVaw07UzVCIjv21KpAc9Swu-G4,https://nl.wikipedia.org/wiki/De_Meervaart,0.023255813953488372,0.0024395541522747983,0.0005260416666666666,0.026277305547938945,0.8800000000000001,4.692632566870014e-05,0.9,0.02392143360450964,0.008678281822950648,0.034643570952698204,0.09090909090909091
51,De Oeverlanden,Park of recreatiegebied,1,25,55800,1210,4.4,5,3.5,15578,0,40,1,POINT (4.8234372 52.3353729),"https://www.google.nl/maps/place/Park+de+Oeverlanden/@52.3353762,4.8212485,17z/data=!3m1!4b1!4m5!3m4!1s0x47c5e191a0a3dd53:0x177523d8f899245f!8m2!3d52.3353729!4d4.8234372",https://www.tripadvisor.nl/Attraction_Review-g188590-d12607294-Reviews-Park_de_Oeverlanden-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiPi8bex771AhVvgv0HHdPqBHsQFnoECAUQAg&usg=AOvVaw2qaBe38yoIdLTkRgD6BJiJ,https://nl.wikipedia.org/wiki/De_Oeverlanden,0.0016611295681063123,6.622025386196521e-05,0.000290625,0.018432196935076015,0.8800000000000001,7.821054278116691e-05,0.7,0.031183940810966627,0.0,0.02664890073284477,0.09090909090909091
52,De Otter,Monument of Gebouw,2,484,5940000,45,4.2,11,4.0,12277,9950,102,5,POINT (4.8709677 52.3761271),"https://www.google.nl/maps/place/Molen+De+Otter/@52.3761376,4.8687266,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609d843563a8b:0xa1ce5229643e87a6!8m2!3d52.3761271!4d4.8709677",https://www.tripadvisor.com/Attraction_Review-g188590-d7794355-Reviews-De_Otter-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjN1pfGxr71AhV0h_0HHQ02D-EQFnoECAoQAg&usg=AOvVaw00xARLgT6CLKb9OneN7gLC,https://nl.wikipedia.org/wiki/De_Otter_(Amsterdam),0.0033222591362126247,0.0012820241147676464,0.0309375,0.0006854949273375377,0.8400000000000001,0.0001720631941185672,0.8,0.024576020114022164,0.0010602242539457657,0.06795469686875416,0.45454545454545453
53,De Papegaai,Monument of Gebouw,231,119488,262000,52,4.6,62,4.0,18235,12778,52,5,POINT (4.8918381 52.371204),"https://www.google.nl/maps/place/De+Papegaai+(officiële+naam+HH.+Petrus+%26+Pauluskerk)/@52.3712073,4.8896494,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609c126dfd1ed:0x79dd95d0583d7429!8m2!3d52.371204!4d4.8918381",https://www.tripadvisor.nl/Attraction_Review-g188590-d1213896-Reviews-or5-H_H_Petrus_en_Pauluskerk_De_Papegaai-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiKjcLvxb71AhXz7rsIHWa4B_kQFnoECAgQAg&usg=AOvVaw2uPA_nkXM1jDLcEzw2NG5Y,https://nl.wikipedia.org/wiki/De_Papegaai,0.38372093023255816,0.31650102773833994,0.0013645833333333333,0.0007921274715900436,0.9199999999999999,0.0009698107304864696,0.8,0.03650270642495676,0.0013615623635094467,0.034643570952698204,0.45454545454545453
54,De Wallen,Museum,384,274754,7410000,30,4.4,31568,4.0,241874,1129722,346,11,POINT (4.8995369 52.3745479),"https://www.google.nl/maps/place/De+Wallen+Red+Light+District+Amsterdam/@52.3745371,4.8973852,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6094caf42ea15:0x6d140dc145658dfd!8m2!3d52.3745479!4d4.8995369",https://www.tripadvisor.nl/ShowUserReviews-g188590-d190584-r608435370-Red_Light_District-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwigy7vwxb71AhVY8rsIHVR-A8AQFnoECAoQAg&usg=AOvVaw3pkJp9VuYc2eo4Vz7LSy57,https://nl.wikipedia.org/wiki/De_Wallen,0.6378737541528239,0.7277711851836155,0.03859375,0.00045699661822502514,0.8800000000000001,0.49379008290317533,0.8,0.4841818269169176,0.12037775523780084,0.23051299133910727,1.0
55,De Ysbreeker,Monument of Gebouw,14,3178,18700,1856,4.2,476,4.0,14725,0,19,1,POINT (4.906755 52.3574618),"https://www.google.nl/maps/place/Café+Restaurant+De+Ysbreeker/@52.3574651,4.9045663,17z/data=!3m1!4b1!4m5!3m4!1s0x47c6099a9cabd2e5:0x37f9d37e2772e8d1!8m2!3d52.3574618!4d4.906755",https://www.tripadvisor.nl/Restaurant_Review-g188590-d2076286-Reviews-De_Ysbreeker-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiZvZ7lxr71AhUusKQKHbiBAAQQFnoECAIQAg&usg=AOvVaw3iYghmr5jfnY2L7JDriT8e,https://nl.wikipedia.org/wiki/De_Ysbreeker,0.023255813953488372,0.008417918670933017,9.739583333333333e-05,0.028272857447521556,0.8400000000000001,0.007445643672767089,0.8,0.029476410864134266,0.0,0.012658227848101266,0.09090909090909091
56,DeLaMar,Concertzaal of Theater,193,71231,791000,3837,4.5,134,4.0,57500,8765,112,2,POINT (4.8809417 52.3642944),"https://www.google.nl/maps/place/DeLaMar/@52.3642977,4.878753,17z/data=!3m1!4b1!4m5!3m4!1s0x47c609e881f94297:0x14cfd81dbe5aba60!8m2!3d52.3642944!4d4.8809417",https://www.tripadvisor.nl/Attraction_Review-g188590-d3734511-Reviews-DeLaMar_Theater-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiT34Hrxb71AhVm8LsIHX7ABaMQFnoECAQQAg&usg=AOvVaw02LCeI3mpmJeNpkZaY6DN0,https://nl.wikipedia.org/wiki/DeLaMar,0.32059800664451826,0.18867739611366574,0.004119791666666667,0.058449867470980715,0.9,0.002096042546535273,0.8,0.11510313240663635,0.0009339563402848882,0.07461692205196535,0.18181818181818182
