name,label,wiki_page_obj,wiki_url,wiki_nl_views,wiki_norm_nl_views,wiki_eng_views,wiki_norm_eng_views,wiki_nr_of_edits,wiki_norm_nr_of_edits,wiki_nr_of_languages,wiki_norm_nr_of_languages,TA_name,TA_rating,TA_reviews,TA_url,wiki_coordinates
De Dokwerker,Herdenkings Monument,<WikipediaPage 'De Dokwerker'>,https://nl.wikipedia.org/wiki/De_Dokwerker,52673.0,0.1053992861275321,75974.0,0.0080954248712839,111,0.0733333333333333,2,0.1,Dokwerker,3.5,5.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d14437354-Reviews-Dokwerker-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiT8o6gx771AhXXuKQKHbMPAOEQFnoECAQQAg&usg=AOvVaw0t-ukdo2cTQSGIvhXrzGzr,"(52.36694444, 4.905)"
Nationaal Dachau Monument,Herdenkings Monument,<WikipediaPage 'Nationaal Dachau Monument'>,https://nl.wikipedia.org/wiki/Nationaal_Dachau_Monument,5233.0,0.0104298248950511,0.0,0.0,31,0.02,1,0.0,,,,,"(52.32638889, 4.8475)"
Allendemonument,Herdenkings Monument,<WikipediaPage 'Allendemonument'>,https://nl.wikipedia.org/wiki/Allendemonument,947.0,0.0018497424573948,0.0,0.0,15,0.0093333333333333,1,0.0,,,,,"(52.36702222, 4.81063611)"
Nationaal monument slavernijverleden,Herdenkings Monument,<WikipediaPage 'Nationaal monument slavernijverleden'>,https://nl.wikipedia.org/wiki/Nationaal_monument_slavernijverleden,23252.0,0.0465018047000274,0.0,0.0,78,0.0513333333333333,1,0.0,National Slavery Monument,4.0,7.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d14143969-Reviews-National_Slavery_Monument-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiFy8qhx771AhXNjqQKHT37AsEQFnoECAAQAg&usg=AOvVaw08_oD1UfTHtFP8BNObLc16,"(52.35861111, 4.91777778)"
Stadsarchief Amsterdam,Museum,<WikipediaPage 'Stadsarchief Amsterdam'>,https://nl.wikipedia.org/wiki/Stadsarchief_Amsterdam,36686.0,0.0733951382202034,17647.0,0.0018803796391337,81,0.0533333333333333,4,0.3,Stadsarchief Amsterdam,4.5,90.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3905772-Reviews-Amsterdam_City_Archives-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi4soCjx771AhWE-qQKHfjyBsoQFnoECAQQAg&usg=AOvVaw1rExrnmzy3KnW0MYuUnn83,
ARCAM,Museum,<WikipediaPage 'ARCAM'>,https://nl.wikipedia.org/wiki/ARCAM,5389.0,0.0107421190761697,42877.0,0.0045687673704957,32,0.0206666666666666,3,0.2,Architectuurcentrum Amsterdam,4.0,35.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d295149-r361724319-Architecture_Centre_of_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiTtYikx771AhUI_6QKHfA9AboQFnoECAQQAg&usg=AOvVaw10eIY97-Bbz7UWXWfrCaoz,
Kromhout ,Museum,<WikipediaPage 'Kromhout (bedrijf)'>,https://nl.wikipedia.org/wiki/Kromhout_(bedrijf),29117.0,0.0582428647786214,0.0,0.0,109,0.072,2,0.1,Kromhout Wharf (Werf 'T Kromhout),4.5,11.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d267064-Reviews-Kromhout_Wharf_Werf_T_Kromhout-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjx8p2lx771AhWMDOwKHYSDABoQFnoECAkQAg&usg=AOvVaw3j1qUeG0D4NqT95ZQtfSdv,
Olympic Experience Amsterdam,Museum,<WikipediaPage 'Olympic Experience Amsterdam'>,https://nl.wikipedia.org/wiki/Olympic_Experience_Amsterdam,4863.0,0.0096891271577826,0.0,0.0,28,0.018,1,0.0,,,,,"(52.34333333, 4.85416667)"
Tuindorp Oostzaan,Museum,<WikipediaPage 'Tuindorp Oostzaan'>,https://nl.wikipedia.org/wiki/Tuindorp_Oostzaan,42130.0,0.0842934043869324,15669.0,0.0016696134507614,216,0.1433333333333333,6,0.5,,,,,"(52.41135, 4.89291111)"
Bijzondere Collecties van de Universiteit van Amsterdam,Museum,<WikipediaPage 'Bijzondere Collecties van de Universiteit van Amsterdam'>,https://nl.wikipedia.org/wiki/Bijzondere_Collecties_van_de_Universiteit_van_Amsterdam,8236.0,0.0164414878815844,11770.0,0.0012541547204966,33,0.0213333333333333,1,0.0,,,,,
Museum Willet-Holthuysen,Museum,<WikipediaPage 'Museum Willet-Holthuysen'>,https://nl.wikipedia.org/wiki/Museum_Willet-Holthuysen,18868.0,0.0377255374562838,26002.0,0.002770648346844,59,0.0386666666666666,10,0.9,Willet-Holthuysen Museum,4.5,768.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d189386-Reviews-Willet_Holthuysen_Museum-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj00Nqmx771AhVO26QKHWLlB7YQFnoECAAQAg&usg=AOvVaw0sTJHtUD-8aXTg8C95XNET,"(52.36555556, 4.89916667)"
Tassenmuseum Amsterdam,Museum,<WikipediaPage 'Tassenmuseum Amsterdam'>,https://nl.wikipedia.org/wiki/Tassenmuseum_Amsterdam,221.0,0.0003963733837274,28469.0,0.0030335200287017,76,0.05,8,0.7,Tassenmuseum Amsterdam,4.5,1756.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d665406-Reviews-Tassenmuseum_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiWiuKnx771AhVN3aQKHTRpAm0QFnoECAQQAg&usg=AOvVaw0A7wxzjNHKSL-w5WDBaQsc,
Heineken Experience,Museum,<WikipediaPage 'Heineken Experience'>,https://nl.wikipedia.org/wiki/Heineken_Experience,19809.0,0.0396093119718775,112455.0,0.0119826651736151,53,0.0346666666666666,11,1.0,Heineken Experience,4.0,25499.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d240813-Reviews-Heineken_Experience-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwisoO-ox771AhXMyaQKHXPqBKUQFnoECAIQAg&usg=AOvVaw0tUUjM_-KEOApbrYDVcrrp,"(52.35777778, 4.89111111)"
Huis Marseille,Museum,<WikipediaPage 'Huis Marseille'>,https://nl.wikipedia.org/wiki/Huis_Marseille,11996.0,0.0239685784008536,8051.0,0.0008578759264841,56,0.0366666666666666,3,0.2,"Huis Marseille, Museum voor Fotografie",4.0,176.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d5288543-Reviews-Huis_Marseille_Museum_for_Photography-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjy__Wpx771AhXL4KQKHc-yAAoQFnoECAkQAg&usg=AOvVaw0PVucjgzqcAkroNlBSra26,"(52.36756111, 4.88487778)"
Museum Vrolik,Museum,<WikipediaPage 'Museum Vrolik'>,https://nl.wikipedia.org/wiki/Museum_Vrolik,14409.0,0.0287991287793101,13447.0,0.0014328477932471,31,0.02,1,0.0,Museum Vrolik,5.0,130.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3750026-Reviews-Museum_Vrolik-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiw0Iirx771AhWBy6QKHXwgDfMQFnoECAcQAg&usg=AOvVaw3WqWZGpt3mkWz34h_IyaYv,
Nederlands Uitvaart Museum Tot Zover,Museum,<WikipediaPage 'Nederlands Uitvaart Museum Tot Zover'>,https://nl.wikipedia.org/wiki/Nederlands_Uitvaart_Museum_Tot_Zover,5267.0,0.0104978890114487,7557.0,0.0008052376569917,32,0.0206666666666666,3,0.2,Museum Tot Zover,4.0,31.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d4424281-Reviews-Museum_Tot_Zover-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjegausx771AhVJ6aQKHVOvAO0QFnoECAQQAg&usg=AOvVaw0S9RvqPF7hsm5qDajA0uGU,"(52.34611111, 4.93861111)"
Amsterdam Pipe Museum,Museum,<WikipediaPage 'Amsterdam Pipe Museum'>,https://nl.wikipedia.org/wiki/Amsterdam_Pipe_Museum,3962.0,0.0078854280732449,9440.0,0.0010058811012309,80,0.0526666666666666,3,0.2,Amsterdam Pipe Museum,4.5,335.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3856538-Reviews-Amsterdam_Pipe_Museum-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjklLytx771AhUP2KQKHW62BQQQFnoECAkQAg&usg=AOvVaw27t8_3aY2gUQXtUr-QhoYU,
KattenKabinet,Museum,<WikipediaPage 'KattenKabinet'>,https://nl.wikipedia.org/wiki/KattenKabinet,12329.0,0.0246352063643952,32275.0,0.0034390691252361,33,0.0213333333333333,10,0.9,Kattenkabinet,3.5,614.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d196104-Reviews-The_Cat_Cabinet-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj_is2ux771AhWJ2aQKHavpB-4QFnoECAEQAg&usg=AOvVaw1SmhX--TRjmHm7BO8GLRXU,"(52.36553889, 4.89157778)"
Geelvinck Hinlopen Huis,Museum,<WikipediaPage 'Geelvinck Hinlopen Huis'>,https://nl.wikipedia.org/wiki/Geelvinck_Hinlopen_Huis,13259.0,0.0264969601364485,13104.0,0.0013962993591663,317,0.2106666666666666,6,0.5,,,,,"(52.364675, 4.89462889)"
Adriaen Backer,Museum,<WikipediaPage 'Adriaen Backer'>,https://nl.wikipedia.org/wiki/Adriaen_Backer,3042.0,0.0060436931589557,6499.0,0.0006925022539088,42,0.0273333333333333,6,0.5,,,,,
Sexmuseum,Museum,<WikipediaPage 'Sexmuseum'>,https://nl.wikipedia.org/wiki/Sexmuseum,16051.0,0.0320862252241611,85833.0,0.0091459526019022,55,0.036,8,0.7,Sexmuseum Amsterdam Venustempel,3.5,4106.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d244485-Reviews-Sexmuseum_Amsterdam_Venustempel-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjw-Kuwx771AhXOzqQKHXo9BMsQFnoECAgQAg&usg=AOvVaw2E6CYwCU59YW3BlCWZ7lcy,"(52.37660556, 4.89732778)"
Foam Fotografiemuseum Amsterdam,Museum,<WikipediaPage 'Foam Fotografiemuseum Amsterdam'>,https://nl.wikipedia.org/wiki/Foam_Fotografiemuseum_Amsterdam,26790.0,0.0535844765769354,30057.0,0.0032027296885274,89,0.0586666666666666,3,0.2,Foam - Photography Museum Amsterdam,4.0,824.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d295148-Reviews-Foam_Photography_Museum_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi8s8Sxx771AhWB3KQKHQYvAAcQFnoECAMQAg&usg=AOvVaw3G2f1S7M_IskldGDvTFp3t,"(52.36388889, 4.89356389)"
Amsterdam Tulip Museum,Museum,<WikipediaPage 'Amsterdam Tulip Museum'>,https://nl.wikipedia.org/wiki/Amsterdam_Tulip_Museum,2823.0,0.0056052801739238,1949948.0,0.2077771018626169,24,0.0153333333333333,3,0.2,Amsterdam Tulip Museum,3.5,776.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d644813-Reviews-Amsterdam_Tulip_Museum-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjZ39yyx771AhWOM-wKHX6VDbEQFnoECAIQAg&usg=AOvVaw2e7RywDIF_PTX9bWdlsPCA,"(52.37603056, 4.88546111)"
Molen van Sloten,Museum,<WikipediaPage 'Molen van Sloten'>,https://nl.wikipedia.org/wiki/Molen_van_Sloten,9928.0,0.0198286786152555,36117.0,0.003848454209021,77,0.0506666666666666,2,0.1,Molen Van Sloten,4.5,302.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3704720-Reviews-Molen_Van_Sloten-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi34v6zx771AhXNDOwKHc2GBpIQFnoECAAQAg&usg=AOvVaw3-5pg14UOHX4rqMzi0_Y9f,"(52.34138889, 4.79222222)"
Diamantmuseum ,Museum,<WikipediaPage 'Diamantmuseum (Amsterdam)'>,https://nl.wikipedia.org/wiki/Diamantmuseum_(Amsterdam),7023.0,0.0140132004348095,0.0,0.0,29,0.0186666666666666,5,0.4,Diamant Museum Amsterdam,3.5,658.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d1484580-Reviews-Diamant_Museum_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwju24S1x771AhWOLewKHdeaBNQQFnoECAQQAg&usg=AOvVaw0Ur3oJK9J_sIalK4VnE_09,
Van Eesteren Museum,Museum,<WikipediaPage 'Van Eesteren Museum'>,https://nl.wikipedia.org/wiki/Van_Eesteren_Museum,4582.0,0.0091265972546138,16280.0,0.0017347186788177,125,0.0826666666666666,1,0.0,Van Eesteren Museum,4.5,3.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d5534194-Reviews-Van_Eesteren_Museum-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi1qLW2x771AhUECuwKHUOGAN4QFnoECAIQAg&usg=AOvVaw1NNFMv2pvCj-4EOeDsdu0N,"(52.38011389, 4.82725833)"
Museum Amsterdam-Noord,Museum,<WikipediaPage 'Museum Amsterdam-Noord'>,https://nl.wikipedia.org/wiki/Museum_Amsterdam-Noord,2932.0,0.0058234857235515,63068.0,0.0067202234419951,26,0.0166666666666666,1,0.0,Museum Amsterdam Noord,4.5,8.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3849754-Reviews-Museum_Amsterdam_Noord-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjXydK3x771AhXKsKQKHUGkAi0QFnoECAkQAg&usg=AOvVaw3TIGgOzAW41zRUjjTy-vnt,"(52.38861944, 4.92685278)"
Theater De Engelenbak,Concertzaal of Theater,<WikipediaPage 'Theater De Engelenbak'>,https://nl.wikipedia.org/wiki/Theater_De_Engelenbak,,,0.0,0.0,4,0.002,1,0.0,De Engelenbak,4.5,4.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245195-Reviews-De_Engelenbak-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwisiOO4x771AhVCyaQKHVeHBlMQFnoECAQQAg&usg=AOvVaw08p2cm-uv8_7T4kMtpGeYm,
Theater Frascati,Concertzaal of Theater,<WikipediaPage 'Theater Frascati'>,https://nl.wikipedia.org/wiki/Theater_Frascati,5983.0,0.0119312392273521,174869.0,0.0186332015138936,51,0.0333333333333333,1,0.0,Frascati,4.0,7.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d2513262-r680965289-Frascati-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiQ-v25x771AhWF26QKHRrnAKkQFnoECAYQAg&usg=AOvVaw3tbg2j0NNmPzAV5Spy6Qao,
De Balie,Concertzaal of Theater,<WikipediaPage 'De Balie'>,https://nl.wikipedia.org/wiki/De_Balie,30262.0,0.060535023992601,18498.0,0.0019710581155265,193,0.128,3,0.2,De Balie,4.0,120.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d753197-Reviews-De_Balie-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjG5-66x771AhVN_KQKHeZbAVcQFnoECAEQAg&usg=AOvVaw3zR3DXYGEGym9pDkdH4ku_,"(52.36305556, 4.88305556)"
De Brakke Grond,Concertzaal of Theater,<WikipediaPage 'De Brakke Grond'>,https://nl.wikipedia.org/wiki/De_Brakke_Grond,17185.0,0.0343563636946003,0.0,0.0,80,0.0526666666666666,1,0.0,"Brakke Grond, Flemish Cultural Centre",3.5,9.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3754385-Reviews-Brakke_Grond_Flemish_Cultural_Centre-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiW7e67x771AhUN-qQKHX-AABwQFnoECAgQAg&usg=AOvVaw2yjYRFxv1PVYfUWeW5tVYm,"(52.37124167, 4.89390278)"
De Meervaart,Concertzaal of Theater,<WikipediaPage 'De Meervaart'>,https://nl.wikipedia.org/wiki/De_Meervaart,11950.0,0.0238764916551391,81444.0,0.0086782818229506,52,0.034,1,0.0,Meervaart,4.5,3.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d14032119-Reviews-Meervaart-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjDiYa9x771AhUFNOwKHdzvDBoQFnoECAQQAg&usg=AOvVaw07UzVCIjv21KpAc9Swu-G4,"(52.35888889, 4.80722222)"
Bachzaal,Concertzaal of Theater,<WikipediaPage 'Bachzaal'>,https://nl.wikipedia.org/wiki/Bachzaal,3015.0,0.0059896422429928,40302.0,0.0042943877268866,54,0.0353333333333333,1,0.0,,,,,"(52.34933333, 4.87993889)"
Veem House for Performance,Concertzaal of Theater,<WikipediaPage 'Veem House for Performance'>,https://nl.wikipedia.org/wiki/Veem_House_for_Performance,,,0.0,0.0,38,0.0246666666666666,1,0.0,,,,,"(52.39027778, 4.88694444)"
Boom Chicago,Concertzaal of Theater,<WikipediaPage 'Boom Chicago'>,https://nl.wikipedia.org/wiki/Boom_Chicago,15777.0,0.0315377085214271,103028.0,0.0109781692900024,119,0.0786666666666666,2,0.1,Boom Chicago,4.0,645.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245172-Reviews-Boom_Chicago-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi_haa-x771AhUJsaQKHc9xDukQFnoECAUQAg&usg=AOvVaw1-AC0NqVxHokNGtikxVV25,
M-Lab,Concertzaal of Theater,<WikipediaPage 'M-Lab'>,https://nl.wikipedia.org/wiki/M-Lab,5268.0,0.0104998908972251,19015.0,0.0020261471546511,63,0.0413333333333333,1,0.0,,,,,
Theater Fabriek Amsterdam,Concertzaal of Theater,<WikipediaPage 'Theater Fabriek Amsterdam'>,https://nl.wikipedia.org/wiki/Theater_Fabriek_Amsterdam,3825.0,0.007611169721878,0.0,0.0,25,0.016,1,0.0,Theater Amsterdam,4.5,149.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d6686044-Reviews-Theater_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwju086_x771AhWMC-wKHfjqAPIQFnoECAUQAg&usg=AOvVaw0jDZCKEzp2JZyx4T2qVLk4,"(52.37266944, 4.92790833)"
Het Werkteater ,Concertzaal of Theater,<WikipediaPage 'Het Werkteater (theater)'>,https://nl.wikipedia.org/wiki/Het_Werkteater_(theater),2232.0,0.0044221656800706,,,3,0.0013333333333333,1,0.0,,,,,
Rozentheater,Concertzaal of Theater,<WikipediaPage 'Rozentheater'>,https://nl.wikipedia.org/wiki/Rozentheater,4495.0,0.0089524331920669,103028.0,0.0109781692900024,33,0.0213333333333333,2,0.1,,,,,"(52.37286111, 4.87916389)"
Ostadetheater,Concertzaal of Theater,<WikipediaPage 'Ostadetheater'>,https://nl.wikipedia.org/wiki/Ostadetheater,2940.0,0.0058395008097627,0.0,0.0,18,0.0113333333333333,1,0.0,Ostadetheater,1.0,1.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d6454317-Reviews-Ostadetheater-Amsterdam_North_Holland_Province.html,"(52.35333333, 4.89888889)"
Tropentheater,Concertzaal of Theater,<WikipediaPage 'Tropentheater'>,https://nl.wikipedia.org/wiki/Tropentheater,3455.0,0.0068704719846095,226642.0,0.0241498839560579,31,0.02,1,0.0,Tropentheater,4.0,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d2456414-Reviews-Tropentheater-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjq8JLCx771AhUQMewKHcr0CMwQFnoECAQQAg&usg=AOvVaw0aQVeeJLawmEtWnbU49qVB,"(52.36259444, 4.92275278)"
Het Ketelhuis,Bioscoop,<WikipediaPage 'Het Ketelhuis'>,https://nl.wikipedia.org/wiki/Het_Ketelhuis,6940.0,0.0138470439153682,2589.0,0.0002758714164287,44,0.0286666666666666,1,0.0,,,,,"(52.38638889, 4.87361111)"
The Movies ,Bioscoop,<WikipediaPage 'The Movies (Amsterdam)'>,https://nl.wikipedia.org/wiki/The_Movies_(Amsterdam),12937.0,0.0258523529164472,9384807.0,1.0,51,0.0333333333333333,1,0.0,The Movies,4.0,29.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d4844994-Reviews-The_Movies-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiB8rbDx771AhVF16QKHR7gAM0QFnoECAAQAg&usg=AOvVaw2qr47kBv3VcleJWeVmm9lz,"(52.38403333, 4.88468889)"
Filmtheater Kriterion,Bioscoop,<WikipediaPage 'Filmtheater Kriterion'>,https://nl.wikipedia.org/wiki/Filmtheater_Kriterion,9148.0,0.0182672077096625,117929.0,0.0125659483460874,107,0.0706666666666666,1,0.0,Kriterion,4.0,35.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245236-Reviews-Kriterion-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi09MDEx771AhXGCewKHUF7ABIQFnoECAgQAg&usg=AOvVaw3O3mC2dFz3bS8Ts5TEWQYy,"(52.3625, 4.91055556)"
Filmhuis Cavia,Bioscoop,<WikipediaPage 'Filmhuis Cavia'>,https://nl.wikipedia.org/wiki/Filmhuis_Cavia,3213.0,0.0063860156267203,0.0,0.0,62,0.0406666666666666,1,0.0,,,,,"(52.38198611, 4.87026944)"
Filmtheater Cinecenter,Bioscoop,<WikipediaPage 'Filmtheater Cinecenter'>,https://nl.wikipedia.org/wiki/Filmtheater_Cinecenter,3333.0,0.0066262419198885,0.0,0.0,15,0.0093333333333333,1,0.0,Cinecenter,4.0,14.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245178-Reviews-Cinecenter-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj0wdbFx771AhWQ5KQKHfx8AH0QFnoECAQQAg&usg=AOvVaw3wvWltjTvPoQLMb-H5ZFmF,
Koninklijk Theater Tuschinski,Bioscoop,<WikipediaPage 'Koninklijk Theater Tuschinski'>,https://nl.wikipedia.org/wiki/Koninklijk_Theater_Tuschinski,,,,,189,0.1253333333333333,11,1.0,Tuschinski Theater,4.5,584.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d191196-Reviews-Tuschinski_Theater-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjup-vGx771AhXB6qQKHTERBjQQFnoECAcQAg&usg=AOvVaw351KqX2GQ0tX75MsQZyMX8,"(52.36611111, 4.89444444)"
Filmtheater de Uitkijk,Bioscoop,<WikipediaPage 'Filmtheater de Uitkijk'>,https://nl.wikipedia.org/wiki/Filmtheater_de_Uitkijk,9657.0,0.0192861675698508,53163.0,0.0056647941721124,53,0.0346666666666666,1,0.0,De Uitkijk,4.5,11.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245203-Reviews-De_Uitkijk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjckvHHx771AhVP2KQKHXr1BrUQFnoECAAQAg&usg=AOvVaw1N9FIdIJYOpFWSX743PDZV,"(52.36479, 4.88434)"
Rialto ,Bioscoop,<WikipediaPage 'Rialto (filmtheater)'>,https://nl.wikipedia.org/wiki/Rialto_(filmtheater),9664.0,0.0193001807702856,25782.0,0.0027472062025356,29,0.0186666666666666,2,0.1,Rialto,4.0,16.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245262-Reviews-Rialto-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjxiOvIx771AhXk8LsIHZ7gDjcQFnoECAIQAg&usg=AOvVaw1tuz5SsHEXSI99OTEQ796r,"(52.35305556, 4.89388889)"
Studio/K,Bioscoop,<WikipediaPage 'Studio/K'>,https://nl.wikipedia.org/wiki/Studio/K,,,0.0,0.0,35,0.0226666666666666,1,0.0,Studio K,3.5,65.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d2081276-Reviews-Studio_K-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj01vvJx771AhVhVeUKHQahCucQFnoECAIQAg&usg=AOvVaw3jGGJnzchle1Xt24CH9a0D,
Amsterdamse Bos,Park of recreatiegebied,<WikipediaPage 'Amsterdamse Bos'>,https://nl.wikipedia.org/wiki/Amsterdamse_Bos,67699.0,0.1354796218037391,58196.0,0.0062010865007666,253,0.168,10,0.9,Amsterdamse Bos,4.5,774.0,https://www.tripadvisor.com/Attraction_Review-g188590-d240808-Reviews-Amsterdamse_Bos-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiQh_fKx771AhVgg_0HHSPRDFQQFnoECAAQAg&usg=AOvVaw2rLVv8rxf3TgYyFkXjCLLw,"(52.31083333, 4.8325)"
Baanakkerspark,Park of recreatiegebied,<WikipediaPage 'Baanakkerspark'>,https://nl.wikipedia.org/wiki/Baanakkerspark,4009.0,0.0079795167047358,63068.0,0.0067202234419951,33,0.0213333333333333,1,0.0,Noorderpark,3.5,8.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12671169-Reviews-Noorderpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi5lvfLx771AhXSUOUKHfD7DL4QFnoECAUQAg&usg=AOvVaw35Uk0MPt0EXj4XZQqqoP1e,"(52.39733611, 4.94732222)"
Gaasperzoom,Park of recreatiegebied,<WikipediaPage 'Gaasperzoom'>,https://nl.wikipedia.org/wiki/Gaasperzoom,3354.0,0.0066682815211929,0.0,0.0,13,0.008,1,0.0,Gaasper Camping Amsterdam,4.0,309.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d239455-Reviews-Gaasper_Camping_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjt3uvMx771AhWZgv0HHWyPBmAQFnoECAIQAg&usg=AOvVaw1h1YhsrQMOdKUZNpyfaJP7,"(52.29418889, 4.99939722)"
Bilderdijkpark,Park of recreatiegebied,<WikipediaPage 'Bilderdijkpark'>,https://nl.wikipedia.org/wiki/Bilderdijkpark,7657.0,0.015282396017048,0.0,0.0,29,0.0186666666666666,1,0.0,,,,,"(52.371925, 4.87024444)"
Lange Bretten,Park of recreatiegebied,<WikipediaPage 'Lange Bretten'>,https://nl.wikipedia.org/wiki/Lange_Bretten,5645.0,0.0112546018349285,0.0,0.0,39,0.0253333333333333,1,0.0,,,,,"(52.38638889, 4.78611111)"
Erasmuspark,Park of recreatiegebied,<WikipediaPage 'Erasmuspark'>,https://nl.wikipedia.org/wiki/Erasmuspark,13061.0,0.026100586752721,22458.0,0.0023930167130767,66,0.0433333333333333,2,0.1,Erasmuspark,4.0,33.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d7796227-Reviews-Erasmuspark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjasOPNx771AhXj8bsIHTvfC6sQFnoECAkQAg&usg=AOvVaw3TvoRrtMNfa9jmU-O8MQ04,"(52.37472222, 4.85166667)"
Eendrachtspark,Park of recreatiegebied,<WikipediaPage 'Eendrachtspark'>,https://nl.wikipedia.org/wiki/Eendrachtspark,4537.0,0.0090365123946757,22458.0,0.0023930167130767,25,0.016,2,0.1,,,,,"(52.38166667, 4.80916667)"
Flevopark,Park of recreatiegebied,<WikipediaPage 'Flevopark'>,https://nl.wikipedia.org/wiki/Flevopark,16338.0,0.0326607664419883,15547.0,0.0016566137161904,50,0.0326666666666666,5,0.4,Flevopark,4.5,44.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d6589635-Reviews-Flevopark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwia_4vPx771AhXb7rsIHeY-AsQQFnoECAQQAg&usg=AOvVaw1SL6rpldhLankvsaEgyRTn,"(52.36138889, 4.95055556)"
